OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
65970,3175 18TH STREET NW,,2602,86,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46065.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,204.37109375,80.3599093662849
65971,3177 18TH STREET NW,,2602,87,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46066.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,160.75390625,63.7623717432326
65972,3171 18TH STREET NW,,2602,84,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46063.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,158.51953125,64.9307952752805
65973,3173 18TH STREET NW,,2602,85,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46064.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,166.95703125,67.6458853720549
65974,3167 1/2 18TH STREET NW,,2602,82,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46061.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,191.64453125,68.988164821446
65975,3169 18TH STREET NW,,2602,83,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46062.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,170.5625,66.7512550962402
65976,3159 18TH STREET NW,,2602,78,12/6/1905 12:00:00 AM,1905,originally attributed to Points & Mockabee as O&B,,,,46057.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Palmer, Wm. J.","Sorrell, Wm. H.",12.0,0.0,18.0,41.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1590,"Sorrell, Wm. H.","Palmer, Wm. J.","Sorrell, Wm. H.",brick,dwelling,60000.0,342,,solid,concrete,brownstone,flat,pressed brick,slag & slate,hot water,165.80859375,68.1297228410283
65980,1304 27TH STREET NW,,1236,801,,1903,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Baist Maps,, ,, ,,dwelling,,,,,,,,,,,73.85546875,35.3638617219437
65984,1901 WYOMING AVENUE NW,,2538,806,9/18/1915 12:00:00 AM,1915,,The Altamont,,,26596.0,,1.0,1.0,building,0.0,Yes,"Heaton, Arthur B.","Truesdell, George",1.0,0.0,106.0,84.0,,0.0,6.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1325,"Truesdell, George","Heaton, Arthur B.",Davis Const. Co.,"brick, steel, tile",apartment,255000.0,136,,solid,concrete,granite & limestone,pitch & flat,brick & stone,tile & slag,steam,1757.25,216.262481097266
65988,2925 RITTENHOUSE STREET NW,,2337,112,9/1/1937 12:00:00 AM,1937,,,,,105624.0,Detached,1.0,1.0,building,0.0,,"Corning, E. Burton","Williams, C. W.",1.0,6.0,27.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,206079,"Williams, C. W.","Corning, E. Burton","Williams, C. W.",cinder block & brick,dwelling,10000.0,588,,,cinder block & brick,,pitch,,slate,,153.9453125,52.0129153995231
65991,400 SHEPHERD STREET NW,,3237,69,11/4/1905 12:00:00 AM,1905,,,,,45925.0,Rowhouse,1.0,1.0,building,0.0,,"Points, John W.",Points (John W.) & Mockabee (Fredk L.),2.0,0.0,17.0,34.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1329,Points (John W.) & Mockabee (Fredk L.),"Points, John W.",Points (John W.) & Mockabee (Fredk L.),brick,dwelling,6000.0,339,,solid,concrete,,mansard,brick,slag & slate,furnace,141.6171875,60.3778073362469
65992,402 SHEPHERD STREET NW,,3237,63,11/4/1905 12:00:00 AM,1905,,,,,45926.0,Rowhouse,1.0,1.0,building,0.0,,"Points, John W.",Points (John W.) & Mockabee (Fredk L.),2.0,0.0,17.0,34.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1329,Points (John W.) & Mockabee (Fredk L.),"Points, John W.",Points (John W.) & Mockabee (Fredk L.),brick,dwelling,6000.0,339,,solid,concrete,,mansard,brick,slag & slate,furnace,143.04296875,59.7237439546213
65994,2524 I STREET NW,,17,29,4/10/1911 12:00:00 AM,1911,,,,,56889.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Grimm, N. R.","King, Chas. W., Jr.",5.0,0.0,16.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4474,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,10000.0,628,,solid,concrete,,flat,brick,tin & slate,stove(s),106.796875,50.3349523890038
65995,2528 I STREET NW,,17,834,4/10/1911 12:00:00 AM,1911,,,,,56891.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Grimm, N. R.","King, Chas. W., Jr.",5.0,0.0,16.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4474,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,10000.0,628,,solid,concrete,,flat,brick,tin & slate,stove(s),108.44140625,51.8327876943136
65996,2522 I STREET NW,,17,30,4/10/1911 12:00:00 AM,1911,,,,,56888.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Grimm, N. R.","King, Chas. W., Jr.",5.0,0.0,16.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4474,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,10000.0,628,,solid,concrete,,flat,brick,tin & slate,stove(s),135.54296875,54.7364519909681
65997,2526 I STREET NW,,17,28,4/10/1911 12:00:00 AM,1911,,,,,56890.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Grimm, N. R.","King, Chas. W., Jr.",5.0,0.0,16.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4474,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,10000.0,628,,solid,concrete,,flat,brick,tin & slate,stove(s),105.29296875,50.5545689531261
65998,2520 I STREET NW,,17,31,4/10/1911 12:00:00 AM,1911,,,,,56887.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Grimm, N. R.","King, Chas. W., Jr.",5.0,0.0,16.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4474,"King, Chas. W., Jr.","Grimm, N. R.","King, Chas. W., Jr.",brick,dwelling,10000.0,628,,solid,concrete,,flat,brick,tin & slate,stove(s),107.4765625,50.4412491735467
66009,1434 HARVARD STREET NW,,2668,826,3/20/1914 12:00:00 AM,1914,,,,,31369.0,,1.0,1.0,building,0.0,,Hunter & Bell,"Warren, John L.",1.0,0.0,85.0,115.0,32.0,0.0,4.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3711,"Warren, John L.",Hunter & Bell,Fox & Lewis,brick,apartment,80000.0,781,,solid,concrete,Indiana,flat,brick,slag,steam,1364.23046875,229.518376717527
66010,1812 VERNON STREET NW,,2556,2,7/20/1917 12:00:00 AM,1917,,,,,24026.0,Attached,1.0,1.0,building,0.0,Yes,"Vaughn, M. J.","Etchison, Howard",1.0,0.0,50.0,82.0,9.0,0.0,4.0,BKRAFT,4/2/2016 3:49:58 PM,0.0,DC Historical Building Permits Database,218,"Etchison, Howard","Vaughn, M. J.","Etchison, Howard",concrete & brick,apartment,30000.0,159,,solid,concrete,,pitch,brick,slag,steam,525.79296875,106.978365309987
66011,3915 LIVINGSTON STREET NW,,1748,62,1/15/1925 12:00:00 AM,1925,,,,,4059.0,Detached,1.0,1.0,building,0.0,,Rodier & Kundzin,"Munro, Robert",2.0,9.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6369,"Munro, Robert",Rodier & Kundzin,"Munro, Robert",frame,dwelling,24000.0,276,,solid,concrete,,pitch,shingles,shingles,hot water,235.984375,71.6364238202187
66012,3911 LIVINGSTON STREET NW,,1748,61,1/15/1925 12:00:00 AM,1925,,,,,4058.0,Detached,1.0,1.0,building,0.0,,Rodier & Kundzin,"Munro, Robert",2.0,9.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6369,"Munro, Robert",Rodier & Kundzin,"Munro, Robert",frame,dwelling,24000.0,276,,solid,concrete,,pitch,shingles,shingles,hot water,239.125,73.980649005104
66013,3222 O STREET NW,,1231,138,3/31/1893 12:00:00 AM,1893,,,,,79744.0,,1.0,1.0,building,0.0,,,"Cotter, D. J.",1.0,0.0,17.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1899,"Cotter, D. J.",,"Tucker, G. S.",brick,dwelling,1800.0,173,,solid,brick & concrete,,flat,pressed brick,tin,,248.91015625,100.549610333527
66022,3427 RESERVOIR ROAD NW,,1294,41,,1887,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Hopkins Maps,, ,, ,,,,,,,,,,,,,94.94140625,39.6254703176954
66023,1335 22ND STREET NW,,69,808,7/30/1897 12:00:00 AM,1897,,,,,40171.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Goenner, A.",Eckhardt (N.) & Co.,2.0,0.0,18.0,37.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,129,Eckhardt (N.) & Co.,"Goenner, A.","Eckhardt, N.",brick,dwelling,6500.0,216,,filled,concrete,,mansard,pressed brick,metal tiles & tin,hot water,147.66796875,59.6590731951561
66024,1337 22ND STREET NW,,69,809,7/30/1897 12:00:00 AM,1897,,,,,40170.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Goenner, A.",Eckhardt (N.) & Co.,2.0,0.0,18.0,37.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,129,Eckhardt (N.) & Co.,"Goenner, A.","Eckhardt, N.",brick,dwelling,6500.0,216,,filled,concrete,,mansard,pressed brick,metal tiles & tin,hot water,146.640625,58.7170446448097
66026,2612 CONNECTICUT AVENUE NW,,2203,95,4/26/1933 12:00:00 AM,1933,"3 attached stores, 2608-2612",2608-12,,,68364.0,Attached,1.0,1.0,building,0.0,Yes,"Stern, David L. / Stern & Tomlinson","Simon, Mabel, Mrs.",1.0,0.0,50.0,55.0,0.0,1.0,1.0,BKRAFT,12/21/2015 9:47:13 PM,0.0,DC Historical Building Permits Database,162270,"Simon, Mabel, Mrs.",Stern (David L.) Const. Co.,Stern (David L.) Const. Co.,brick,store,10500.0,495,,,brick,,flat,,slag,hot water,450.73046875,85.8884604577493
66031,3704 MILITARY ROAD NW,,1873,41,3/8/1918 12:00:00 AM,1918,Applicant: G. T. Santmyers,,,,23787.0,Detached,1.0,1.0,building,0.0,,,Thrift Building Co.,1.0,0.0,30.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2340,Thrift Building Co.,,Thrift Building Co.,frame,dwelling,2700.0,163,,solid,brick,,pitch,frame,slate,hot water,255.45703125,68.4108645916109
66033,534 HARVARD STREET NW,,3056,5,3/30/1907 12:00:00 AM,1907,full front porches,,,,48412.0,Rowhouse,1.0,1.0,building,0.0,,Lankford (J. A.) & Bro.,"Lohr, B. M., Mrs.",2.0,0.0,16.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2991,"Lohr, B. M., Mrs.",Lankford (J. A.) & Bro.,"Lohr, A. B.",brick,dwelling,5000.0,406,,solid,concrete,,flat,brick,tin,Latrobe(s),131.40625,56.4874704261666
66034,536 HARVARD STREET NW,,3056,6,3/30/1907 12:00:00 AM,1907,full front porches,,,,48413.0,Rowhouse,1.0,1.0,building,0.0,,Lankford (J. A.) & Bro.,"Lohr, B. M., Mrs.",2.0,0.0,16.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2991,"Lohr, B. M., Mrs.",Lankford (J. A.) & Bro.,"Lohr, A. B.",brick,dwelling,5000.0,406,,solid,concrete,,flat,brick,tin,Latrobe(s),126.26953125,57.2655633925261
66045,3510 YUMA STREET NW,,1964,8,,1959,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:13 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,196.42578125,60.3195670645055
66057,4969 BUTTERWORTH PLACE NW,,1486,816,9/17/1930 12:00:00 AM,1930,class 5,,,,64743.0,Detached,1.0,1.0,building,0.0,,"Appel, Edgar J.","Appel, Edgar J.",1.0,29.0,29.0,32.0,32.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,136196,"Appel, Edgar J.","Appel, Edgar J.","Appel, Edgar J.",frame,dwelling,7000.0,427,,,concrete block,,pitch,,slate surfaced shingles,hot water,164.15234375,57.5289594179804
66059,3400 RESERVOIR ROAD NW,,1291,224,,1859,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Boschke Map,, ,, ,,,,,,,,,,,,,217.54296875,61.5698462305304
66060,3502 MACOMB STREET NW,,1952,25,8/19/1915 12:00:00 AM,1915,,,,,26704.0,Detached,1.0,1.0,building,0.0,Yes,"Moore, Raymond","Taylor, Louise & Chas. H.",1.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 4:48:42 PM,0.0,DC Historical Building Permits Database,787,"Taylor, Louise","Moore, Raymond","Taylor, Chas. H.",frame,dwelling,5500.0,135,,solid,stone,,hip,,,hot water,337.07421875,81.7977697833317
66071,3405 O STREET NW,,1246,103,,1887,,after 1869,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Hopkins Maps,, ,, ,,dwelling,,,,,,,,,,,155.73046875,60.0767668829605
66072,1515 26TH STREET NW,,1264,811,3/12/1953 12:00:00 AM,1953,,,,,145041.0,,1.0,1.0,building,0.0,,,"Berla, Julian, Mrs.",2.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:28 PM,0.0,DC Historical Building Permits Index,A-40534,"Berla, Julian, Mrs.",, ,,dwelling,0.0,,,,,,,,,,117.66796875,53.6588293324978
66073,1517 26TH STREET NW,,1264,810,3/12/1953 12:00:00 AM,1953,,,,,145042.0,,1.0,1.0,building,0.0,,,"Berla, Julian, Mrs.",2.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:28 PM,0.0,DC Historical Building Permits Index,A-40534,"Berla, Julian, Mrs.",, ,,dwelling,0.0,,,,,,,,,,135.796875,55.362261907585
66074,2938 NEWARK STREET NW,,2082,43,6/29/1923 12:00:00 AM,1923,,,,,14096.0,Detached,1.0,1.0,building,0.0,Yes,Breuninger (L. E.) & Sons,"Zirkle, Joseph C.",1.0,0.0,24.0,36.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,12147,"Zirkle, Joseph C.",Breuninger (L. E.) & Sons,"Zirkle, Joseph C.",brick & stucco,dwelling,18000.0,243,,solid,concrete,,pitch,brick & stucco,slate,hot water,246.26953125,72.7596741604837
66078,4417 GARFIELD STREET NW,,1614,59,5/27/1927 12:00:00 AM,1927,ne cor 44th pl,,,,29272.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,6.0,38.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,9785,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",stone,dwelling,11000.0,356,,solid,concrete,,pitch,,wood shingles,hot water,397.2578125,87.4834803587628
66087,605 U STREET NW,,3079,111,,2001,,,,,,,1.0,,,,No,,,,,,,,0.0,,BKRAFT,9/28/2016 4:46:45 PM,0.0,DC Assessment Directory 2011,, ,, ,,,,,,,,,,,,,104.72265625,45.7854513883546
66090,605 IRVING STREET NW,,3047,121,2/26/1910 12:00:00 AM,1910,,,,,54522.0,Rowhouse,1.0,1.0,building,0.0,,"Lepley, Matthew G.","Connor, Chas.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4667,"Connor, Chas.","Lepley, Matthew G.","Connor, Chas.",brick & stone,dwelling,12500.0,563,,solid,brick,Indiana limestone,flat,brick & stone,tin,hot water,127.703125,51.0893876523421
66091,603 IRVING STREET NW,,3047,60,2/26/1910 12:00:00 AM,1910,,,,,54521.0,Rowhouse,1.0,1.0,building,0.0,,"Lepley, Matthew G.","Connor, Chas.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4667,"Connor, Chas.","Lepley, Matthew G.","Connor, Chas.",brick & stone,dwelling,12500.0,563,,solid,brick,Indiana limestone,flat,brick & stone,tin,hot water,136.66796875,51.9391361658665
66092,609 IRVING STREET NW,,3047,63,2/26/1910 12:00:00 AM,1910,,,,,54524.0,Rowhouse,1.0,1.0,building,0.0,,"Lepley, Matthew G.","Connor, Chas.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4667,"Connor, Chas.","Lepley, Matthew G.","Connor, Chas.",brick & stone,dwelling,12500.0,563,,solid,brick,Indiana limestone,flat,brick & stone,tin,hot water,107.56640625,45.0722838599384
66093,607 IRVING STREET NW,,3047,62,2/26/1910 12:00:00 AM,1910,,,,,54523.0,Rowhouse,1.0,1.0,building,0.0,,"Lepley, Matthew G.","Connor, Chas.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4667,"Connor, Chas.","Lepley, Matthew G.","Connor, Chas.",brick & stone,dwelling,12500.0,563,,solid,brick,Indiana limestone,flat,brick & stone,tin,hot water,115.40625,46.2022580754292
66094,601 IRVING STREET NW,,3047,59,2/26/1910 12:00:00 AM,1910,,,,,54520.0,Rowhouse,1.0,1.0,building,0.0,,"Lepley, Matthew G.","Connor, Chas.",5.0,0.0,20.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,4667,"Connor, Chas.","Lepley, Matthew G.","Connor, Chas.",brick & stone,dwelling,12500.0,563,,solid,brick,Indiana limestone,flat,brick & stone,tin,hot water,133.453125,51.7486515323262
66110,4115 LEGATION STREET NW,,1743,61,4/18/1939 12:00:00 AM,1939,,,,,109779.0,Detached,1.0,1.0,building,0.0,,Kirkhuff & Bagley,Barnaby Woods Development Co.,1.0,7.0,35.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,221923,Barnaby Woods Development Co.,Kirkhuff & Bagley,Barnaby Woods Development Co.,brick & stone,dwelling,9500.0,612,,,c. b. & brick,,pitch,,slate,air conditioning,254.19140625,72.4656918330391
66121,2400 WYOMING AVENUE NW,,2504,805,3/26/1923 12:00:00 AM,1923,,,,,15129.0,Detached,1.0,1.0,building,0.0,Yes,"Phillips, Asa E.","Phillips, Virginia Boyd",1.0,0.0,44.0,43.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8255,"Phillips, Virginia Boyd","Phillips, Asa E.",Phillips (Emory) Engineering Corp.,brick & t. c.,dwelling,19500.0,237,,solid,concrete,,pitch,face brick,slate,hot water,317.85546875,71.3150833155365
66122,4324 BRANDYWINE STREET NW,,1647,30,5/23/1936 12:00:00 AM,1936,,,,,73188.0,Detached,1.0,1.0,building,0.0,,"Vaughn, R. I.","Nevitt, Lerman H.",1.0,5.0,33.0,37.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,191541,"Nevitt, Lerman H.","Vaughn, R. I.","Dodd, Randolph",brick,dwelling,5000.0,556,,,brick,,pitch,,slate,hot water,251.4921875,66.2111774561615
66123,3814 KANAWHA STREET NW,,1856,842,3/25/1922 12:00:00 AM,1922,,,,,18448.0,Detached,1.0,1.0,building,0.0,,"Sioussa, J. H.","Sioussa, J. H. & Wm. K. Davidson",1.0,0.0,37.0,26.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6555,"Sioussa, J. H. & Wm. K. Davidson","Sioussa, J. H.","Marsden, T. J.",frame,dwelling,10000.0,216,,solid,concrete & brick,,pitch,wood,slate,hot water,215.82421875,63.6208899929735
66124,5327 29TH STREET NW,,2291,9,5/6/1937 12:00:00 AM,1937,,,,,75973.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Howenstein, H. R./Co./Realty Corp./et al",3.0,6.0,24.0,30.0,1.0,0.0,2.0,BKRAFT,10/23/2015 2:51:41 PM,0.0,DC Historical Building Permits Database,202184,Howenstein Realty Corp.,"Santmyers, George T.",Howenstein Realty Corp.,brick,dwelling,17000.0,574,,,cinder block & brick,,pitch,,slate,hot water,122.15234375,46.8788764878826
66125,5311 29TH STREET NW,,2291,5,5/6/1937 12:00:00 AM,1937,,,,,75971.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Howenstein, H. R./Co./Realty Corp./et al",3.0,6.0,24.0,30.0,1.0,0.0,2.0,BKRAFT,10/23/2015 2:51:41 PM,0.0,DC Historical Building Permits Database,202184,Howenstein Realty Corp.,"Santmyers, George T.",Howenstein Realty Corp.,brick,dwelling,17000.0,574,,,cinder block & brick,,pitch,,slate,hot water,121.73828125,46.6144898657849
66126,5319 29TH STREET NW,,2291,7,5/6/1937 12:00:00 AM,1937,,,,,75972.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Howenstein, H. R./Co./Realty Corp./et al",3.0,6.0,24.0,30.0,1.0,0.0,2.0,BKRAFT,10/23/2015 2:51:41 PM,0.0,DC Historical Building Permits Database,202184,Howenstein Realty Corp.,"Santmyers, George T.",Howenstein Realty Corp.,brick,dwelling,17000.0,574,,,cinder block & brick,,pitch,,slate,hot water,122.390625,46.8745505637633
66147,5012 WARREN STREET NW,,1467,911,,1995,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,359.8828125,80.7957671655809
66148,4952 ESKRIDGE TERRACE NW,,1423,4,4/14/1937 12:00:00 AM,1937,,,,,75765.0,Detached,1.0,1.0,building,0.0,,"Pruett, G. Raymond","Erickson, E. Theodore",1.0,4.0,29.0,27.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,201368,"Erickson, E. Theodore","Pruett, G. Raymond","Pruett, G. Raymond",cinder block & brick,dwelling,3000.0,573,,,cinder block & brick,,pitch,,composition shingles,hot water,163.32421875,61.2476869194776
66149,4842 BUTTERWORTH PLACE NW,,1497,51,7/13/1936 12:00:00 AM,1936,,,,,73630.0,Detached,1.0,1.0,building,0.0,,"Bender, W. O., Jr.","Bender, W. O., Jr., Mr. & Mrs.",1.0,6.0,34.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,193301,"Bender, W. O., Jr., Mr. & Mrs.","Bender, W. O., Jr.","Grahamet, Robert",brick & frame,dwelling,6500.0,560,,,,,pitch,,slate,hot water,158.83203125,53.256675225482
66151,4125 ALBEMARLE STREET NW,Iona Senior Services,1730,17,,1997,,,,,,,,,,,,,,,,,,,,,KWILLIAMS,1/9/2017 12:00:00 AM,0.0,https://www.iona.org,, ,, ,,senior services center,,,,,,,,,,,1866.0390625,181.799204168857
66153,4101 38TH STREET NW,,1898,20,8/29/1929 12:00:00 AM,1929,revised #126763 - 09/18/1929,,,,63354.0,Duplex,1.0,1.0,building,0.0,,"Beall, Everett S., Jr.","Beall, Everett S., Jr.",2.0,8.0,24.0,45.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,126763,"Beall, Everett S., Jr.","Beall, Everett S., Jr.","Beall, Everett S., Jr.",brick,dwelling,20000.0,404,,,brick,,mansard,,tin & slate,hot water,215.28125,64.4634711723531
